Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
77,US-2017-118038,2017-12-09,12/11/2017,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,-5.8248
111,CA-2017-146780,2017-12-25,12/30/2017,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,10035,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0.0,10.9096
409,CA-2017-117457,2017-12-08,12/12/2017,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",1004.024,7,0.2,-112.9527
413,CA-2017-117457,2017-12-08,12/12/2017,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.829,13,0.15,31.4548
414,CA-2017-117457,2017-12-08,12/12/2017,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.568,2,0.2,-18.4548
689,CA-2017-161480,2017-12-25,12/29/2017,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,10035,East,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",191.984,2,0.2,4.7996
907,CA-2017-143259,2017-12-30,1/3/2018,Standard Class,PO-18865,Patrick O'Donnell,Consumer,United States,New York City,New York,10009,East,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",323.136,4,0.2,12.1176
955,CA-2017-136539,2017-12-28,1/1/2018,Standard Class,GH-14665,Greg Hansen,Consumer,United States,Round Rock,Texas,78664,Central,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",78.8528,2,0.32,-11.596
1115,CA-2017-140585,2017-12-18,12/23/2017,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,92024,West,FUR-BO-10002206,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.833,1,0.15,-12.6882
1168,CA-2017-145226,2017-12-08,12/10/2017,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2,0.0,33.9388
1250,CA-2017-115602,2017-12-18,12/24/2017,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10009,East,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1141.938,9,0.1,139.5702
1469,CA-2017-139199,2017-12-09,12/13/2017,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Detroit,Michigan,48234,Central,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,872.94,3,0.0,226.9644
1516,US-2017-160759,2017-12-11,12/17/2017,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",63.686,1,0.3,-9.098
1517,CA-2017-148446,2017-12-10,12/14/2017,Second Class,MC-17845,Michael Chen,Consumer,United States,North Las Vegas,Nevada,89031,West,FUR-TA-10004256,Furniture,Tables,Bretford ÒJust In TimeÓ Height-Adjustable Multi-Task Work Tables,1669.6,4,0.0,116.872
1689,CA-2017-143798,2017-12-10,12/12/2017,First Class,AW-10840,Anthony Witt,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88,2,0.2,23.316
1878,CA-2017-118885,2017-12-29,1/2/2018,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",393.568,4,0.2,-44.2764
1910,CA-2017-105886,2017-12-18,12/23/2017,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Oceanside,New York,11572,East,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",18.96,2,0.0,8.532
1997,US-2017-147221,2017-12-02,12/4/2017,Second Class,JS-16030,Joy Smith,Consumer,United States,Houston,Texas,77036,Central,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,8.752,4,0.6,-3.7196
2004,CA-2017-163510,2017-12-25,12/28/2017,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214,South,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",304.45,5,0.0,76.1125
2057,CA-2017-120376,2017-12-22,12/25/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,1586.69,7,0.0,412.5394
2059,CA-2017-120376,2017-12-22,12/25/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.8,2,0.0,70.006
2295,CA-2017-127929,2017-12-23,12/27/2017,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,Connecticut,6457,East,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",181.95,3,0.0,38.2095
2426,US-2017-147669,2017-12-25,12/30/2017,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014,East,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,273.06,2,0.4,-104.673
2432,CA-2017-129805,2017-12-28,1/2/2018,Standard Class,HM-14860,Harry Marie,Corporate,United States,Seattle,Washington,98103,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,7.4,2,0.0,3.034
2773,CA-2017-158967,2017-12-10,12/12/2017,First Class,BT-11680,Brian Thompson,Consumer,United States,Fort Lauderdale,Florida,33311,South,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,19.104,3,0.2,5.7312
2947,CA-2017-169859,2017-12-14,12/18/2017,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,92024,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",26.25,3,0.0,11.025
